bCls,bC,bCT,negA,npi,tin,tinT,zip,negT,negR,posH,mdH,nrP,_dT
1,55530,CPT,1,1386627875,990333566,1,96813,3,522.95,42,42,1,1
1,55842,CPT,1,1386627875,990333566,1,96813,3,2086.7,42,42,1,1
1,55875,CPT,1,1386627875,990333566,1,96813,3,1114.92,42,42,1,1
1,56405,CPT,1,1134317571,990346649,1,96743,3,135.73,42,42,1,1
1,56420,CPT,1,1942586581,263052047,1,96814,3,185.56,42,42,1,1
1,56420,CPT,1,1578769667,834591861,1,96826,3,201.79,42,42,1,1
1,56420,CPT,1,1982845681,871606811,1,96826,3,201.79,42,42,1,1
1,56420,CPT,1,1427461268,854294755,1,47304,3,201.79,42,42,1,1
1,56515,CPT,1,1134317571,990346649,1,96743,3,276.62,42,42,1,1
1,56630,CPT,1,1134317571,990346649,1,96743,3,1072.34,42,42,1,1
1,56632,CPT,1,1578769667,834591861,1,96826,3,1452.53,42,42,1,1
1,56632,CPT,1,1982845681,871606811,1,96826,3,1452.53,42,42,1,1
1,56632,CPT,1,1427461268,854294755,1,47304,3,1452.53,42,42,1,1
1,56700,CPT,1,1134317571,990346649,1,96743,3,231.0,42,42,1,1
1,56820,CPT,1,1134317571,990346649,1,96743,3,137.21,42,42,1,1
1,56821,CPT,1,1578769667,834591861,1,96826,3,174.07,42,42,1,1
1,56821,CPT,1,1982845681,871606811,1,96826,3,174.07,42,42,1,1
1,56821,CPT,1,1427461268,854294755,1,47304,3,174.07,42,42,1,1
1,57010,CPT,1,1912195322,990318807,1,96720,3,523.95,42,42,1,1
1,57010,CPT,1,1790862381,680534150,1,96720,3,523.95,42,42,1,1
1,57010,CPT,1,1578769667,834591861,1,96826,3,466.7,42,42,1,1
1,57010,CPT,1,1982845681,871606811,1,96826,3,466.7,42,42,1,1
1,57010,CPT,1,1427461268,854294755,1,47304,3,466.7,42,42,1,1
1,57023,CPT,1,1942586581,263052047,1,96814,3,407.64,42,42,1,1
1,57061,CPT,1,1578769667,834591861,1,96826,3,181.97,42,42,1,1
1,57061,CPT,1,1982845681,871606811,1,96826,3,181.97,42,42,1,1
1,57061,CPT,1,1427461268,854294755,1,47304,3,181.97,42,42,1,1
1,57061,CPT,1,1134317571,990346649,1,96743,3,142.88,42,42,1,1
1,57065,CPT,1,1578769667,834591861,1,96826,3,262.23,42,42,1,1
1,57065,CPT,1,1982845681,871606811,1,96826,3,262.23,42,42,1,1
1,57065,CPT,1,1427461268,854294755,1,47304,3,262.23,42,42,1,1
1,57100,CPT,1,1578769667,834591861,1,96826,3,108.17,42,42,1,1
1,57100,CPT,1,1982845681,871606811,1,96826,3,108.17,42,42,1,1
1,57100,CPT,1,1427461268,854294755,1,47304,3,108.17,42,42,1,1
1,57100,CPT,1,1134317571,990346649,1,96743,3,109.39,42,42,1,1
1,57105,CPT,1,1942586581,263052047,1,96814,3,198.71,42,42,1,1
1,57110,CPT,1,1942586581,263052047,1,96814,3,1166.05,42,42,1,1
1,57155,CPT,1,1134317571,990346649,1,96743,3,520.36,42,42,1,1
1,57170,CPT,1,1578769667,834591861,1,96826,3,81.8,42,42,1,1
1,57170,CPT,1,1982845681,871606811,1,96826,3,81.8,42,42,1,1
1,57170,CPT,1,1427461268,854294755,1,47304,3,81.8,42,42,1,1
1,57180,CPT,1,1134317571,990346649,1,96743,3,178.19,42,42,1,1
1,57200,CPT,1,1578769667,834591861,1,96826,3,343.33,42,42,1,1
1,57200,CPT,1,1982845681,871606811,1,96826,3,343.33,42,42,1,1
1,57200,CPT,1,1427461268,854294755,1,47304,3,343.33,42,42,1,1
1,57210,CPT,1,1134317571,990346649,1,96743,3,452.68,42,42,1,1
1,57268,CPT,1,1578769667,834591861,1,96826,3,517.28,42,42,1,1
1,57268,CPT,1,1982845681,871606811,1,96826,3,517.28,42,42,1,1
1,57268,CPT,1,1427461268,854294755,1,47304,3,517.28,42,42,1,1
1,57282,CPT,1,1578769667,834591861,1,96826,3,698.11,42,42,1,1
1,57282,CPT,1,1982845681,871606811,1,96826,3,698.11,42,42,1,1
1,57282,CPT,1,1427461268,854294755,1,47304,3,698.11,42,42,1,1
1,57288,CPT,1,1578769667,834591861,1,96826,3,749.27,42,42,1,1
1,57288,CPT,1,1982845681,871606811,1,96826,3,749.27,42,42,1,1
1,57288,CPT,1,1427461268,854294755,1,47304,3,749.27,42,42,1,1
1,57400,CPT,1,1942586581,263052047,1,96814,3,174.2,42,42,1,1
1,57415,CPT,1,1942586581,263052047,1,96814,3,218.95,42,42,1,1
1,57415,CPT,1,1134317571,990346649,1,96743,3,198.26,42,42,1,1
1,57452,CPT,1,1134317571,990346649,1,96743,3,134.86,42,42,1,1
1,57455,CPT,1,1942586581,263052047,1,96814,3,197.84,42,42,1,1
1,57456,CPT,1,1942586581,263052047,1,96814,3,186.33,42,42,1,1
1,57460,CPT,1,1578769667,834591861,1,96826,3,340.47,42,42,1,1
1,57460,CPT,1,1982845681,871606811,1,96826,3,340.47,42,42,1,1
1,57460,CPT,1,1427461268,854294755,1,47304,3,340.47,42,42,1,1
1,57510,CPT,1,1942586581,263052047,1,96814,3,183.41,42,42,1,1
1,57511,CPT,1,1942586581,263052047,1,96814,3,210.45,42,42,1,1
1,57513,CPT,1,1578769667,834591861,1,96826,3,221.79,42,42,1,1
1,57513,CPT,1,1982845681,871606811,1,96826,3,221.79,42,42,1,1
1,57513,CPT,1,1427461268,854294755,1,47304,3,221.79,42,42,1,1
1,57530,CPT,1,1578769667,834591861,1,96826,3,383.46,42,42,1,1
1,57530,CPT,1,1982845681,871606811,1,96826,3,383.46,42,42,1,1
1,57530,CPT,1,1427461268,854294755,1,47304,3,383.46,42,42,1,1
1,57555,CPT,1,1134317571,990346649,1,96743,3,736.68,42,42,1,1
1,58110,CPT,1,1134317571,990346649,1,96743,3,59.83,42,42,1,1
1,58140,CPT,1,1578769667,834591861,1,96826,3,934.88,42,42,1,1
1,58140,CPT,1,1982845681,871606811,1,96826,3,934.88,42,42,1,1
1,58140,CPT,1,1427461268,854294755,1,47304,3,934.88,42,42,1,1
1,58145,CPT,1,1578769667,834591861,1,96826,3,576.94,42,42,1,1
1,58145,CPT,1,1982845681,871606811,1,96826,3,576.94,42,42,1,1
1,58145,CPT,1,1427461268,854294755,1,47304,3,576.94,42,42,1,1
1,58180,CPT,1,1578769667,834591861,1,96826,3,956.89,42,42,1,1
1,58180,CPT,1,1982845681,871606811,1,96826,3,956.89,42,42,1,1
1,58180,CPT,1,1427461268,854294755,1,47304,3,956.89,42,42,1,1
1,58267,CPT,1,1578769667,834591861,1,96826,3,1071.89,42,42,1,1
1,58267,CPT,1,1982845681,871606811,1,96826,3,1071.89,42,42,1,1
1,58267,CPT,1,1427461268,854294755,1,47304,3,1071.89,42,42,1,1
1,58270,CPT,1,1134317571,990346649,1,96743,3,1079.87,42,42,1,1
1,58275,CPT,1,1942586581,263052047,1,96814,3,1280.55,42,42,1,1
1,58300,CPT,1,1578769667,834591861,1,96826,3,120.08,42,42,1,1
1,58300,CPT,1,1982845681,871606811,1,96826,3,120.08,42,42,1,1
1,58300,CPT,1,1427461268,854294755,1,47304,3,120.08,42,42,1,1
1,58301,CPT,1,1578769667,834591861,1,96826,3,116.13,42,42,1,1
1,58301,CPT,1,1982845681,871606811,1,96826,3,116.13,42,42,1,1
1,58301,CPT,1,1427461268,854294755,1,47304,3,116.13,42,42,1,1
1,58410,CPT,1,1578769667,834591861,1,96826,3,819.29,42,42,1,1
1,58410,CPT,1,1982845681,871606811,1,96826,3,819.29,42,42,1,1
1,58410,CPT,1,1427461268,854294755,1,47304,3,819.29,42,42,1,1
1,58545,CPT,1,1942586581,263052047,1,96814,3,1169.31,42,42,1,1
1,58546,CPT,1,1942586581,263052047,1,96814,3,1447.04,42,42,1,1
1,58554,CPT,1,1578769667,834591861,1,96826,3,1296.91,42,42,1,1
1,58554,CPT,1,1982845681,871606811,1,96826,3,1296.91,42,42,1,1
1,58554,CPT,1,1427461268,854294755,1,47304,3,1296.91,42,42,1,1
1,58555,CPT,1,1134317571,990346649,1,96743,3,316.61,42,42,1,1
1,58559,CPT,1,1134317571,990346649,1,96743,3,420.56,42,42,1,1
1,58660,CPT,1,1578769667,834591861,1,96826,3,679.21,42,42,1,1
1,58660,CPT,1,1982845681,871606811,1,96826,3,679.21,42,42,1,1
1,58660,CPT,1,1427461268,854294755,1,47304,3,679.21,42,42,1,1
1,58672,CPT,1,1578769667,834591861,1,96826,3,729.21,42,42,1,1
1,58672,CPT,1,1982845681,871606811,1,96826,3,729.21,42,42,1,1
1,58672,CPT,1,1427461268,854294755,1,47304,3,729.21,42,42,1,1
1,58700,CPT,1,1578769667,834591861,1,96826,3,804.5,42,42,1,1
1,58700,CPT,1,1982845681,871606811,1,96826,3,804.5,42,42,1,1
1,58700,CPT,1,1427461268,854294755,1,47304,3,804.5,42,42,1,1
1,58740,CPT,1,1578769667,834591861,1,96826,3,902.19,42,42,1,1
1,58740,CPT,1,1982845681,871606811,1,96826,3,902.19,42,42,1,1
1,58740,CPT,1,1427461268,854294755,1,47304,3,902.19,42,42,1,1
1,58750,CPT,1,1134317571,990346649,1,96743,3,1105.12,42,42,1,1
1,58805,CPT,1,1578769667,834591861,1,96826,3,436.91,42,42,1,1
1,58805,CPT,1,1982845681,871606811,1,96826,3,436.91,42,42,1,1
1,58805,CPT,1,1427461268,854294755,1,47304,3,436.91,42,42,1,1
1,58820,CPT,1,1942586581,263052047,1,96814,3,422.03,42,42,1,1
1,58900,CPT,1,1942586581,263052047,1,96814,3,549.95,42,42,1,1
1,58925,CPT,1,1134317571,990346649,1,96743,3,898.78,42,42,1,1
1,58940,CPT,1,1134317571,990346649,1,96743,3,622.49,42,42,1,1
1,58952,CPT,1,1942586581,263052047,1,96814,3,2153.65,42,42,1,1
1,58953,CPT,1,1578769667,834591861,1,96826,3,1991.65,42,42,1,1
1,58953,CPT,1,1982845681,871606811,1,96826,3,1991.65,42,42,1,1
1,58953,CPT,1,1427461268,854294755,1,47304,3,1991.65,42,42,1,1
1,58954,CPT,1,1134317571,990346649,1,96743,3,2544.22,42,42,1,1
1,58974,CPT,1,1942586581,263052047,1,96814,3,173.19,42,42,1,1
1,59020,CPT,1,1942586581,263052047,1,96814,3,94.59,42,42,1,1
1,59100,CPT,1,1942586581,263052047,1,96814,3,1078.81,42,42,1,1
1,59120,CPT,1,1942586581,263052047,1,96814,3,1028.34,42,42,1,1
1,59151,CPT,1,1134317571,990346649,1,96743,3,897.82,42,42,1,1
1,59300,CPT,1,1134317571,990346649,1,96743,3,234.88,42,42,1,1
1,59400,CPT,1,1134317571,990346649,1,96743,3,2172.41,42,42,1,1
1,59414,CPT,1,1942586581,263052047,1,96814,3,116.23,42,42,1,1
1,59425,CPT,1,1578769667,834591861,1,96826,3,559.5,42,42,1,1
1,59425,CPT,1,1982845681,871606811,1,96826,3,559.5,42,42,1,1
1,59425,CPT,1,1427461268,854294755,1,47304,3,559.5,42,42,1,1
1,59510,CPT,1,1942586581,263052047,1,96814,3,3008.05,42,42,1,1
1,59525,CPT,1,1578769667,834591861,1,96826,3,459.2,42,42,1,1
1,59525,CPT,1,1982845681,871606811,1,96826,3,459.2,42,42,1,1
1,59525,CPT,1,1427461268,854294755,1,47304,3,459.2,42,42,1,1
1,59525,CPT,1,1578769667,834591861,1,96826,3,459.2,42,42,1,1
1,59610,CPT,1,1578769667,834591861,1,96826,3,2456.81,42,42,1,1
1,59610,CPT,1,1982845681,871606811,1,96826,3,2456.81,42,42,1,1
1,59610,CPT,1,1427461268,854294755,1,47304,3,2456.81,42,42,1,1
1,59614,CPT,1,1578769667,834591861,1,96826,3,1096.69,42,42,1,1
1,59614,CPT,1,1982845681,871606811,1,96826,3,1096.69,42,42,1,1
1,59614,CPT,1,1427461268,854294755,1,47304,3,1096.69,42,42,1,1
1,59614,CPT,1,1134317571,990346649,1,96743,3,1157.03,42,42,1,1
1,59821,CPT,1,1578769667,834591861,1,96826,3,443.63,42,42,1,1
1,59821,CPT,1,1982845681,871606811,1,96826,3,443.63,42,42,1,1
1,59821,CPT,1,1427461268,854294755,1,47304,3,443.63,42,42,1,1
1,59821,CPT,1,1578769667,834591861,1,96826,3,443.63,42,42,1,1
1,59841,CPT,1,1942586581,263052047,1,96814,3,508.63,42,42,1,1
1,59855,CPT,1,1578769667,834591861,1,96826,3,418.92,42,42,1,1
1,59855,CPT,1,1982845681,871606811,1,96826,3,418.92,42,42,1,1
1,59855,CPT,1,1427461268,854294755,1,47304,3,418.92,42,42,1,1
1,59855,CPT,1,1134317571,990346649,1,96743,3,499.19,42,42,1,1
1,59856,CPT,1,1942586581,263052047,1,96814,3,629.11,42,42,1,1
1,59871,CPT,1,1942586581,263052047,1,96814,3,170.6,42,42,1,1
1,60650,CPT,1,1386627875,990333566,1,96813,3,1521.59,42,42,1,1
1,63282,CPT,1,1801943931,990358929,1,96793,3,2344.14,42,42,1,1
1,64647,CPT,1,1942586581,263052047,1,96814,3,235.69,42,42,1,1
1,66185,CPT,1,1912195322,990318807,1,96720,3,1055.04,42,42,1,1
1,66185,CPT,1,1790862381,680534150,1,96720,3,1055.04,42,42,1,1
1,67921,CPT,1,1801943931,990358929,1,96793,3,591.19,42,42,1,1
1,68340,CPT,1,1578769667,834591861,1,96826,3,645.5,42,42,1,1
1,68340,CPT,1,1982845681,871606811,1,96826,3,645.5,42,42,1,1
1,68340,CPT,1,1427461268,854294755,1,47304,3,645.5,42,42,1,1
1,74455,CPT,1,1912195322,990318807,1,96720,3,106.33,42,42,1,1
1,74455,CPT,1,1790862381,680534150,1,96720,3,106.33,42,42,1,1
1,75970,CPT,1,1912195322,990318807,1,96720,3,77.0,42,42,1,1
1,75970,CPT,1,1790862381,680534150,1,96720,3,77.0,42,42,1,1
1,76377,CPT,1,1942586581,263052047,1,96814,3,97.18,42,42,1,1
1,76506,CPT,1,1912195322,990318807,1,96720,3,154.82,42,42,1,1
1,76506,CPT,1,1790862381,680534150,1,96720,3,154.82,42,42,1,1
1,76705,CPT,1,1942586581,263052047,1,96814,3,127.35,42,42,1,1
1,76811,CPT,1,1578769667,834591861,1,96826,3,185.02,42,42,1,1
1,76811,CPT,1,1982845681,871606811,1,96826,3,185.02,42,42,1,1
1,76811,CPT,1,1427461268,854294755,1,47304,3,185.02,42,42,1,1
1,76811,CPT,1,1578769667,834591861,1,96826,3,185.02,42,42,1,1
1,76813,CPT,1,1578769667,834591861,1,96826,3,126.72,42,42,1,1
1,76813,CPT,1,1982845681,871606811,1,96826,3,126.72,42,42,1,1
1,76813,CPT,1,1427461268,854294755,1,47304,3,126.72,42,42,1,1
1,76813,CPT,1,1578769667,834591861,1,96826,3,126.72,42,42,1,1
1,76814,CPT,1,1134317571,990346649,1,96743,3,104.28,42,42,1,1
1,76815,CPT,1,1942586581,263052047,1,96814,3,117.43,42,42,1,1
1,76818,CPT,1,1134317571,990346649,1,96743,3,157.79,42,42,1,1
1,76821,CPT,1,1942586581,263052047,1,96814,3,128.5,42,42,1,1
1,76828,CPT,1,1912195322,990318807,1,96720,3,67.85,42,42,1,1
1,76828,CPT,1,1790862381,680534150,1,96720,3,67.85,42,42,1,1
1,76856,CPT,1,1578769667,834591861,1,96826,3,116.08,42,42,1,1
1,76856,CPT,1,1982845681,871606811,1,96826,3,116.08,42,42,1,1
1,76856,CPT,1,1427461268,854294755,1,47304,3,116.08,42,42,1,1
1,76945,CPT,1,1134317571,990346649,1,96743,3,44.14,42,42,1,1
1,77080,CPT,1,1942586581,263052047,1,96814,3,56.55,42,42,1,1
1,78601,CPT,1,1942586581,263052047,1,96814,3,317.89,42,42,1,1
1,78811,CPT,1,1578769667,834591861,1,96826,3,1519.92,42,42,1,1
1,81002,CPT,1,1134317571,990346649,1,96743,3,4.39,42,42,1,1
1,81020,CPT,1,1578769667,834591861,1,96826,3,4.47,42,42,1,1
1,81020,CPT,1,1982845681,871606811,1,96826,3,4.47,42,42,1,1
1,81020,CPT,1,1427461268,854294755,1,47304,3,4.47,42,42,1,1
1,81510,CPT,1,1942586581,263052047,1,96814,3,69.43,42,42,1,1
1,82105,CPT,1,1942586581,263052047,1,96814,3,23.3,42,42,1,1
1,82105,CPT,1,1134317571,990346649,1,96743,3,28.84,42,42,1,1
1,82951,CPT,1,1578769667,834591861,1,96826,3,12.23,42,42,1,1
1,82951,CPT,1,1982845681,871606811,1,96826,3,12.23,42,42,1,1
1,82951,CPT,1,1427461268,854294755,1,47304,3,12.23,42,42,1,1
1,82952,CPT,1,1134317571,990346649,1,96743,3,6.73,42,42,1,1
1,84146,CPT,1,1578769667,834591861,1,96826,3,18.41,42,42,1,1
1,84146,CPT,1,1982845681,871606811,1,96826,3,18.41,42,42,1,1
1,84146,CPT,1,1427461268,854294755,1,47304,3,18.41,42,42,1,1
1,84234,CPT,1,1134317571,990346649,1,96743,3,111.5,42,42,1,1
1,85018,CPT,1,1912195322,990318807,1,96720,3,3.71,42,42,1,1
1,85018,CPT,1,1790862381,680534150,1,96720,3,3.71,42,42,1,1
1,85032,CPT,1,1578769667,834591861,1,96826,3,4.09,42,42,1,1
1,85032,CPT,1,1982845681,871606811,1,96826,3,4.09,42,42,1,1
